House_Type,Transaction_Cycle,Num_Look,Attention,Num_Browse,Floor,Construction_Area,Oriented,Renovation,Construction_struct,Ladder_Ratio,Elevator,Trading_Authority,Storey,Latitude
338.10205177784945,0.5631578947368421,-0.75,0.9927007299270072,0.6792031872509959,336.1734493113804,0.4790419161676647,331.07831215970964,341.5201149425288,343.23836332562587,338.3393103448276,328.4394390548459,337.1022654899464,0.0,-1.848562886187056
331.2992456896552,1.0157894736842106,1.25,0.8175182481751825,0.9188844621513944,337.44848806366053,-0.5748502994011976,331.07831215970964,331.921366419594,326.6708099438653,328.31272294887043,328.4394390548459,337.1022654899464,0.0,0.6523632981198081
327.5085142613878,-0.20526315789473684,0.75,1.956204379562044,0.33848605577689245,337.44848806366053,-0.5269461077844312,331.07831215970964,331.921366419594,326.6708099438653,338.3393103448276,328.4394390548459,337.1022654899464,0.0,-2.9596438774833658
327.5085142613878,0.5210526315789473,1.75,0.6715328467153284,0.3225498007968127,331.2211508227649,-0.31137724550898205,331.07831215970964,331.921366419594,343.23836332562587,334.35844213815426,342.06023969722463,332.81354599573183,1.8333333333333333,0.21119659823274048
331.2992456896552,3.4052631578947365,-0.5,0.0291970802919708,0.9711553784860558,336.1734493113804,0.04790419161676647,331.07831215970964,341.5201149425288,326.6708099438653,338.3393103448276,328.4394390548459,337.1022654899464,0.0,0.4324071490266809
331.2992456896552,-0.2684210526315789,1.0,0.4087591240875912,-0.20589641434262948,337.44848806366053,-0.7664670658682635,331.07831215970964,341.5201149425288,326.6708099438653,328.31272294887043,328.4394390548459,337.1022654899464,0.0,0.3888326357053037
331.2992456896552,-0.5105263157894737,-0.5,-0.5255474452554745,-0.37960159362549795,336.1734493113804,-0.1437125748502994,331.07831215970964,341.5201149425288,326.6708099438653,338.3393103448276,328.4394390548459,337.1022654899464,0.0,1.950722211148881
331.2992456896552,-0.41578947368421054,-0.25,-0.17518248175182485,-0.3509163346613546,337.44848806366053,-0.31137724550898205,331.07831215970964,341.5201149425288,326.6708099438653,338.3393103448276,328.4394390548459,337.1022654899464,0.0,0.09647199521626257
333.56170598911075,0.12105263157894736,0.5,-0.2335766423357664,-0.3343426294820717,331.2211508227649,0.023952095808383242,331.07831215970964,331.921366419594,326.6708099438653,338.3393103448276,328.4394390548459,337.1022654899464,0.0,0.2889588731645885
327.5085142613878,0.2473684210526316,0.25,-0.35036496350364965,0.17402390438247012,336.1734493113804,-0.31137724550898205,331.07831215970964,331.921366419594,343.23836332562587,337.16314301865464,342.06023969722463,337.1022654899464,1.8333333333333333,1.5287010829846273
338.10205177784945,-0.6368421052631579,-0.5,-0.6131386861313869,-0.4873306772908367,331.2211508227649,-0.023952095808383242,331.07831215970964,341.5201149425288,326.6708099438653,338.3393103448276,328.4394390548459,337.1022654899464,0.0,1.0588213407747693
334.33032655857505,-0.5631578947368421,-0.25,-0.6423357664233577,-0.491792828685259,337.44848806366053,-0.4550898203592814,331.07831215970964,333.24383473897734,326.6708099438653,328.31272294887043,328.4394390548459,337.1022654899464,0.0,0.17744468806063174
331.2992456896552,1.3,-0.75,0.35036496350364965,0.6141832669322709,331.2211508227649,0.0718562874251497,331.07831215970964,331.921366419594,326.6708099438653,338.3393103448276,328.4394390548459,337.1022654899464,0.0,-0.147838681815129
334.6394673950154,5.436842105263158,0.75,1.635036496350365,1.2334661354581673,331.2211508227649,-0.9580838323353292,331.07831215970964,341.5201149425288,326.6708099438653,328.31272294887043,328.4394390548459,337.1022654899464,0.0,0.6724124642881589
338.10205177784945,-0.3736842105263158,2.5,0.5255474452554745,-0.08892430278884463,331.2211508227649,0.8383233532934131,331.07831215970964,333.24383473897734,343.23836332562587,338.3393103448276,342.06023969722463,337.1022654899464,2.0,-0.30915686665334724
331.2992456896552,0.14210526315789473,-0.75,0.7299270072992701,0.03952191235059761,337.44848806366053,-0.6227544910179641,331.07831215970964,333.24383473897734,326.6708099438653,328.31272294887043,328.4394390548459,337.1022654899464,0.0,0.3783403096140293
338.10205177784945,-0.11052631578947368,-0.75,1.197080291970803,0.09274900398406374,336.1734493113804,0.04790419161676647,331.07831215970964,341.5201149425288,343.23836332562587,338.3393103448276,328.4394390548459,332.81354599573183,0.0,0.08397050029904599
338.10205177784945,-0.6368421052631579,0.75,-0.583941605839416,-0.5118725099601593,337.44848806366053,0.5988023952095808,331.07831215970964,341.5201149425288,343.23836332562587,338.3393103448276,342.06023969722463,337.1022654899464,0.8333333333333334,0.4696139791376281
327.5085142613878,0.1736842105263158,-0.5,0.3795620437956204,0.09912350597609562,336.1734493113804,-0.5029940119760479,331.07831215970964,341.5201149425288,326.6708099438653,338.3393103448276,328.4394390548459,337.1022654899464,0.0,0.4121241113547996
334.6394673950154,-0.4052631578947368,-0.5,-0.3795620437956204,-0.3496414342629482,336.1734493113804,-0.934131736526946,331.07831215970964,333.24383473897734,326.6708099438653,328.31272294887043,328.4394390548459,337.1022654899464,0.0,0.6732203840277108
338.10205177784945,-0.11052631578947368,0.0,-0.5255474452554745,-0.1048605577689243,337.44848806366053,0.38323353293413176,331.07831215970964,341.5201149425288,343.23836332562587,328.31272294887043,328.4394390548459,337.1022654899464,2.0,-2.0656806856688137
327.5085142613878,0.3105263157894737,-0.5,-0.5547445255474452,0.07266932270916335,331.2211508227649,-0.3592814371257485,331.07831215970964,333.24383473897734,326.6708099438653,338.3393103448276,328.4394390548459,337.1022654899464,0.0,0.8527486545745453
331.2992456896552,-0.5842105263157895,0.75,-0.4379562043795621,-0.4602390438247012,331.2211508227649,-0.5508982035928144,331.07831215970964,341.5201149425288,326.6708099438653,328.31272294887043,328.4394390548459,337.1022654899464,-0.16666666666666666,0.3809235266759927
333.56170598911075,0.4789473684210526,-0.75,0.2043795620437956,0.15713147410358566,336.1734493113804,-0.1437125748502994,331.07831215970964,333.24383473897734,326.6708099438653,338.3393103448276,328.4394390548459,337.1022654899464,0.0,0.3829326955020103
331.2992456896552,-0.4473684210526316,0.5,-0.291970802919708,-0.3219123505976096,337.44848806366053,-0.11976047904191615,331.07831215970964,333.24383473897734,326.6708099438653,338.3393103448276,328.4394390548459,337.1022654899464,0.0,0.15331340110296027
334.33032655857505,0.06842105263157895,0.25,-0.4087591240875912,-0.0647011952191235,337.44848806366053,-0.5988023952095808,331.07831215970964,341.5201149425288,326.6708099438653,338.3393103448276,328.4394390548459,337.1022654899464,0.0,-1.848562886187056
331.2992456896552,2.163157894736842,1.25,0.4087591240875912,1.2095617529880478,336.1734493113804,0.023952095808383242,331.07831215970964,331.921366419594,326.6708099438653,338.3393103448276,328.4394390548459,337.1022654899464,0.0,0.4097216131819058
338.10205177784945,-0.4894736842105264,-0.75,-0.5255474452554745,-0.4793625498007968,331.2211508227649,0.6706586826347305,331.07831215970964,331.921366419594,343.23836332562587,338.3393103448276,342.06023969722463,337.1022654899464,0.8333333333333334,-1.848562886187056
327.5085142613878,0.3736842105263158,-0.5,0.4963503649635037,0.28653386454183266,336.1734493113804,-0.8862275449101796,331.07831215970964,333.24383473897734,343.23836332562587,328.31272294887043,328.4394390548459,334.3945469125903,0.0,0.36932562620431264
338.10205177784945,0.5421052631578948,0.0,0.0,0.05928286852589641,331.2211508227649,0.4790419161676647,331.07831215970964,333.24383473897734,343.23836332562587,338.3393103448276,342.06023969722463,337.1022654899464,1.3333333333333333,0.4962115474055543
331.2992456896552,0.18421052631578946,0.5,-0.08759124087591241,0.0,331.2211508227649,-0.4311377245508982,335.77403516784665,333.24383473897734,326.6708099438653,328.31272294887043,328.4394390548459,337.1022654899464,0.0,0.7626868646601987
327.5085142613878,-0.11052631578947368,0.0,-0.6131386861313869,-0.4149800796812749,331.2211508227649,-0.7425149700598802,331.07831215970964,333.24383473897734,326.6708099438653,328.31272294887043,328.4394390548459,337.1022654899464,0.0,0.4239665138529101
334.6394673950154,-0.3526315789473684,-0.25,-0.6715328467153284,-0.4242231075697211,337.44848806366053,-0.9580838323353292,331.07831215970964,333.24383473897734,326.6708099438653,335.3015236567764,328.4394390548459,337.1022654899464,0.0,0.745624875423625
345.34747163159636,0.7315789473684211,1.0,0.0583941605839416,0.6377689243027889,336.1734493113804,1.6047904191616766,331.07831215970964,331.921366419594,343.23836332562587,338.3393103448276,342.06023969722463,337.1022654899464,0.8333333333333334,-0.5548495116603497
345.34747163159636,-0.531578947368421,0.5,-0.7299270072992701,-0.5252589641434263,337.44848806366053,1.3892215568862276,331.07831215970964,341.5201149425288,343.23836332562587,338.3393103448276,328.4394390548459,337.1022654899464,0.0,-0.5548495116603497
338.10205177784945,-0.13157894736842105,-0.75,0.08759124087591241,-0.07808764940239044,336.1734493113804,0.4790419161676647,331.07831215970964,331.921366419594,343.23836332562587,337.16314301865464,342.06023969722463,337.1022654899464,1.8333333333333333,-0.5523194472128474
338.10205177784945,-0.34210526315789475,-0.5,-0.32116788321167883,-0.2546613545816733,337.44848806366053,0.1437125748502994,331.07831215970964,332.6897674941032,343.23836332562587,328.31272294887043,342.06023969722463,332.81354599573183,0.8333333333333334,-1.2463331340110622
338.10205177784945,4.436842105263158,-0.25,4.729927007299271,0.738804780876494,331.2211508227649,0.33532934131736525,331.07831215970964,331.921366419594,326.6708099438653,338.3393103448276,328.4394390548459,337.1022654899464,0.0,-1.4640143512059791
345.34747163159636,-0.14210526315789473,-0.25,0.2043795620437956,0.06756972111553784,337.44848806366053,1.7005988023952097,331.07831215970964,341.5201149425288,343.23836332562587,338.3393103448276,328.4394390548459,337.1022654899464,0.0,-0.6175483356587795
345.34747163159636,1.4894736842105265,0.25,0.1167883211678832,0.6798406374501992,336.1734493113804,1.5808383233532934,338.9336348219333,341.5201149425288,343.23836332562587,338.3393103448276,342.06023969722463,337.1022654899464,1.0,-0.686412862932695
338.10205177784945,2.1210526315789475,1.25,0.4671532846715328,1.3137848605577689,331.2211508227649,0.11976047904191615,331.07831215970964,332.6897674941032,343.23836332562587,338.3393103448276,342.06023969722463,337.1022654899464,1.0,-1.6044648196133953
331.2992456896552,-0.41578947368421054,7.0,0.17518248175182485,-0.12876494023904386,331.2211508227649,-0.2395209580838324,331.07831215970964,331.921366419594,326.6708099438653,338.3393103448276,328.4394390548459,337.1022654899464,0.0,0.0350382034416594
327.5085142613878,-0.2368421052631579,0.25,0.5255474452554745,-0.04239043824701196,337.44848806366053,-0.7185628742514971,331.07831215970964,341.5201149425288,326.6708099438653,338.3393103448276,328.4394390548459,337.1022654899464,0.0,0.02070825858749472
338.10205177784945,2.9,0.5,0.7299270072992701,1.0097211155378487,336.1734493113804,0.4790419161676647,331.07831215970964,331.921366419594,326.6708099438653,334.35844213815426,328.4394390548459,337.1022654899464,0.0,-0.4571443757889975
327.5085142613878,-0.3736842105263158,-0.25,-0.7299270072992701,-0.2948207171314741,331.2211508227649,-0.5508982035928144,331.07831215970964,341.5201149425288,326.6708099438653,338.3393103448276,328.4394390548459,337.1022654899464,0.0,0.5253710716896443
331.2992456896552,-0.15263157894736842,1.0,0.17518248175182485,0.19091633466135446,336.1734493113804,-0.19161676646706588,331.07831215970964,333.24383473897734,326.6708099438653,338.3393103448276,328.4394390548459,337.1022654899464,0.0,-1.5162314796359968
345.34747163159636,0.005263157894736842,2.5,0.35036496350364965,0.3518725099601593,337.44848806366053,1.3173652694610778,338.9336348219333,341.5201149425288,343.23836332562587,337.16314301865464,342.06023969722463,337.1022654899464,1.8333333333333333,-0.5222882200518447
331.2992456896552,-0.6368421052631579,-0.25,-0.7299270072992701,-0.5644621513944224,331.2211508227649,-0.2634730538922156,331.07831215970964,333.24383473897734,343.23836332562587,338.3393103448276,328.4394390548459,337.1022654899464,0.0,-0.4765450800611421
338.10205177784945,-0.4578947368421053,0.0,-0.4379562043795621,-0.40924302788844624,336.1734493113804,0.09580838323353294,331.07831215970964,333.24383473897734,326.6708099438653,338.3393103448276,328.4394390548459,337.1022654899464,0.0,0.3533479503023449
327.5085142613878,-0.5,-0.25,-0.7299270072992701,-0.03091745487212012,336.1734493113804,-0.8862275449101796,331.07831215970964,332.6897674941032,326.6708099438653,328.31272294887043,328.4394390548459,337.1022654899464,0.0,-0.007866586937712012
345.34747163159636,0.6473684210526316,-0.75,-0.0291970802919708,0.7308366533864542,336.1734493113804,1.4850299401197604,338.9336348219333,331.921366419594,343.23836332562587,338.3393103448276,328.4394390548459,337.1022654899464,0.0,-1.5280951431799068
331.2992456896552,-0.3736842105263158,0.25,-0.3795620437956204,-0.4643824701195219,336.1734493113804,-0.4790419161676647,331.07831215970964,341.5201149425288,326.6708099438653,338.3393103448276,328.4394390548459,337.1022654899464,-0.16666666666666666,-1.54212743339318
331.2992456896552,2.542105263157895,-0.25,0.4379562043795621,4.1376892430278875,337.44848806366053,-0.16766467065868262,331.07831215970964,341.5201149425288,326.6708099438653,338.3393103448276,328.4394390548459,337.1022654899464,0.0,-0.020942130090987585
338.10205177784945,-0.6157894736842106,-0.5,-0.7007299270072993,-0.4545019920318725,336.1734493113804,0.38323353293413176,331.07831215970964,331.921366419594,343.23836332562587,338.3393103448276,328.4394390548459,337.1022654899464,0.0,-1.2713786459372078
338.10205177784945,-0.5736842105263158,0.25,0.4379562043795621,-0.3088446215139442,336.1734493113804,0.40718562874251496,331.07831215970964,331.921366419594,343.23836332562587,334.35844213815426,342.06023969722463,337.1022654899464,1.8333333333333333,-0.2929559497707487
